"strings","oPE","freq","Npix","CN","OLD20"
"Euter",358,1.041392685,6346.27843137255,4,1.75
"Erlös",408,1.041392685,6333.01176470588,0,2.1
"Enzym",453,1.041392685,6260.79607843137,0,2.65
"Edler",412,1.041392685,6310.59215686275,4,1.7
"Dinar",396,1.041392685,6356.65882352941,0,2
"Diele",418,1.041392685,6357.12549019608,8,1.55
"Chaot",402,1.041392685,6331.71764705882,2,1.85
"Bürge",395,1.041392685,6260.03921568627,5,1.65
"Blank",419,1.041392685,6290.72156862745,1,1.8
"Biers",382,1.041392685,6347.56078431373,3,1.75
"Balls",411,1.041392685,6339.79607843137,7,1.6
"Arger",452,1.041392685,6315.0431372549,7,1.65
"Ahorn",418,1.041392685,6311.72549019608,0,2
"Vokal",467,1,6341.51764705882,3,1.8
"Untat",379,1,6345.98431372549,2,1.9
"Übrig",491,1,6278.25882352941,1,2.25
"Tutor",419,1,6369.73725490196,2,1.9
"Trunk",446,1,6329.17254901961,3,1.85
"Tosen",384,1,6324.06666666667,10,1.45
"Toben",400,1,6290.12156862745,8,1.45
"Sühne",364,1,6270.55294117647,8,1.6
"Stola",416,1,6348.1568627451,1,1.95
"Soßen",380,1,6271.73725490196,3,1.75
"Sinai",410,1,6363.10196078431,0,2
"Säfte",388,1,6303.92941176471,0,1.9
"Rinne",360,1,6322.98039215686,6,1.6
"Reset",342,1,6317.9137254902,1,1.85
"Raben",345,1,6266.38039215686,9,1.45
"Pures",358,1,6360.61568627451,4,1.75
"Prado",404,1,6316.5137254902,0,2.25
"Posse",349,1,6335.66666666667,4,1.7
"Nobel",420,1,6284.50196078431,5,1.75
"Niger",437,1,6298.94901960784,3,1.85
"Ließe",436,1,6333.96862745098,9,1.45
"Lehnt",392,1,6331.57647058824,10,1.45
"Laube",375,1,6319.59215686275,10,1.4
"Lanka",392,1,6319.00784313725,0,2
"Kulis",415,1,6368.19215686274,3,1.8
"Kübel",428,1,6285.49411764706,2,1.8
"Kubas",362,1,6286.85882352941,1,2.2
"Krumm",461,1,6260.62352941177,2,1.85
"Kelle",414,1,6348.92941176471,15,1.15
"Irres",411,1,6412.00784313725,5,1.7
"Inuit",433,1,6410.43921568627,0,2.8
"Heere",335,1,6315.06274509804,5,1.6
"Hanne",313,1,6287.04705882353,10,1.45
"Hähne",341,1,6246.6862745098,4,1.75
"Genua",359,1,6311.70980392157,2,1.9
"Fürze",362,1,6361.18431372549,4,1.75
"Funde",363,1,6303.66274509804,11,1.35
"Fügen",399,1,6275.96470588235,6,1.6
"Fachs",354,1,6328.11764705882,8,1.5
"Fabel",406,1,6325.15294117647,5,1.7
"Euros",346,1,6338.10196078431,1,1.85
"Etüde",384,1,6268.14509803922,0,2.45
"Dummy",510,1,6224.49411764706,1,1.85
"Drift",448,1,6375.35294117647,1,1.95
"Dirks",423,1,6343.18823529412,1,1.9
"Deich",389,1,6326.14509803922,6,1.6
"Chart",418,1,6352.85098039216,1,1.75
"Burma",391,1,6284.14901960784,0,2.1
"Beißt",409,1,6298.72549019608,8,1.6
"Ästen",404,1,6307.99215686275,2,1.85
"Arges",432,1,6295.36862745098,5,1.75
"Abbau",425,1,6258.79607843137,1,2.3
"Zahns",360,0.954242509,6304.41960784314,5,1.65
"Wirft",460,0.954242509,6374.07450980392,6,1.55
"Weins",387,0.954242509,6335.61176470588,10,1.25
"Wagon",406,0.954242509,6262.44705882353,1,1.85
"Unrat",379,0.954242509,6354.4431372549,1,1.95
"Turin",430,0.954242509,6378.23137254902,0,2
"Tabus",399,0.954242509,6301.9568627451,0,1.95
"Süßem",445,0.954242509,6221.33725490196,4,1.8
"Stumm",463,0.954242509,6255.30980392157,3,1.75
"Skalp",472,0.954242509,6267.78823529412,1,2.4
"Silos",417,0.954242509,6366.06274509804,2,1.85
"Senil",422,0.954242509,6356.5568627451,1,1.85
"Satin",378,0.954242509,6349.6,2,1.9
"Sacks",369,0.954242509,6305.87843137255,1,1.85
"Reale",368,0.954242509,6320.56078431373,3,1.7
"Ramme",409,0.954242509,6222.53333333333,4,1.8
"Prägt",443,0.954242509,6301.49803921569,4,1.8
"Pflug",490,0.954242509,6313.23137254902,0,2.35
"Pacht",375,0.954242509,6331.22352941176,14,1.2
"Ottos",406,0.954242509,6351.82745098039,0,2.25
"Optik",493,0.954242509,6296.17647058824,0,2.75
"Nützt",389,0.954242509,6324.8431372549,2,1.9
"Nikon",414,0.954242509,6298.58823529412,0,2.55
"Nicke",406,0.954242509,6312.10196078431,11,1.35
"Mensa",373,0.954242509,6287.85882352941,0,2
"Logis",444,0.954242509,6334.8,3,1.85
"Lockt",419,0.954242509,6354.12549019608,7,1.65
"Leert",397,0.954242509,6380.51764705882,3,1.8
"Kniff",453,0.954242509,6332.85882352941,1,1.9
"Khmer",419,0.954242509,6266.66666666667,0,2
"Keile",399,0.954242509,6355.38039215686,22,1
"Kämme",426,0.954242509,6208.70196078431,4,1.7
"Huste",343,0.954242509,6319.41568627451,4,1.7
"Horch",363,0.954242509,6309.8862745098,1,1.85
"Hocke",357,0.954242509,6288.67058823529,8,1.45
"Gäule",405,0.954242509,6316.9137254902,1,1.95
"Fuhre",369,0.954242509,6341.42745098039,3,1.75
"Fremd",448,0.954242509,6283.38431372549,2,1.85
"Fords",383,0.954242509,6329.02745098039,3,1.8
"Floss",400,0.954242509,6366.54117647059,3,1.8
"Fibel",446,0.954242509,6354.27450980392,3,1.8
"Faule",374,0.954242509,6362.9137254902,4,1.6
"Esels",382,0.954242509,6329.83921568627,2,1.85
"Enger",391,0.954242509,6277.69803921569,4,1.75
"Edens",359,0.954242509,6266.18431372549,0,1.9
"Droht",405,0.954242509,6325.27058823529,4,1.7
"Doofe",383,0.954242509,6312.32941176471,2,1.7
"Dient",397,0.954242509,6348.10588235294,2,1.8
"Diene",374,0.954242509,6332.39215686274,8,1.45
"Dekor",394,0.954242509,6312.5137254902,0,2
"Dealt",401,0.954242509,6343.71764705882,2,1.75
"Choke",416,0.954242509,6296.06666666667,0,2.25
"Brach",373,0.954242509,6305.72549019608,4,1.7
"Betts",351,0.954242509,6325.6,3,1.65
"Zwist",439,0.903089987,6358.95294117647,0,1.95
"Zügle",451,0.903089987,6293.55294117647,2,1.9
"Winke",419,0.903089987,6311.27058823529,8,1.45
"Winds",422,0.903089987,6301.18823529412,5,1.65
"Weibe",399,0.903089987,6303.63529411765,10,1.3
"Wecke",386,0.903089987,6298.60784313726,13,1.15
"Voran",394,0.903089987,6360.8,5,1.7
"Verdi",453,0.903089987,6354.42745098039,0,1.95
"Urban",395,0.903089987,6309.28235294118,1,1.85
"Übeln",448,0.903089987,6288.25098039216,2,1.8
"Tusch",410,0.903089987,6323.09411764706,4,1.7
"Tücke",425,0.903089987,6302.01568627451,8,1.55
"Tuben",402,0.903089987,6295.39607843137,3,1.75
"Sülze",391,0.903089987,6334.58039215686,1,1.95
"Steif",441,0.903089987,6352.58039215686,5,1.65
"Spurt",419,0.903089987,6312.97254901961,5,1.65
"Spült",458,0.903089987,6292.02745098039,5,1.7
"Sollt",445,0.903089987,6370.82745098039,10,1.35
"Silke",439,0.903089987,6338.68235294118,1,1.95
"Salto",396,0.903089987,6348.1568627451,1,1.9
"Sälen",385,0.903089987,6307.90588235294,3,1.7
"Rohöl",423,0.903089987,6284.20392156863,0,2.4
"Robbe",371,0.903089987,6241.84705882353,1,1.9
"Riffe",432,0.903089987,6329.12941176471,1,1.85
"Raute",337,0.903089987,6321.82352941176,14,1.15
"Rades",349,0.903089987,6267.87058823529,5,1.65
"Räche",352,0.903089987,6270.05098039216,5,1.65
"Pippi",500,0.903089987,6298.51764705882,0,2
"Pauke",367,0.903089987,6312.19607843137,4,1.7
"Parkt",400,0.903089987,6343.76862745098,6,1.5
"Nahem",400,0.903089987,6227.33333333333,3,1.75
"Mimen",451,0.903089987,6274.37647058823,2,1.85
"Marcs",382,0.903089987,6328.58431372549,2,1.75
"Malst",428,0.903089987,6328.30588235294,2,1.7
"Loyal",489,0.903089987,6352.82745098039,2,2
"Losen",370,0.903089987,6346.2,16,1.1
"Loben",386,0.903089987,6312.25490196078,10,1.4
"Lehrt",408,0.903089987,6357.71764705882,10,1.35
"Lehne",369,0.903089987,6315.86274509804,10,1.45
"Leger",420,0.903089987,6322.21960784314,9,1.35
"Latex",388,0.903089987,6366.17647058824,0,2
"Lasen",361,0.903089987,6343.25490196078,17,1
"Kraus",366,0.903089987,6340.47843137255,6,1.6
"Klapp",473,0.903089987,6242.7137254902,3,1.75
"Kafka",400,0.903089987,6284.85098039216,0,2.5
"Jenes",367,0.903089987,6351.3137254902,5,1.65
"Jagte",424,0.903089987,6322.00784313725,8,1.5
"Hugos",379,0.903089987,6264.1568627451,0,2
"Hobel",402,0.903089987,6287.24705882353,5,1.75
"Hievt",410,0.903089987,6361.14509803922,1,1.9
"Herta",351,0.903089987,6330.87058823529,2,1.85
"Halde",382,0.903089987,6279.32549019608,6,1.7
"Gönnt",390,0.903089987,6300.54509803922,4,1.75
"Ginas",389,0.903089987,6337.10980392157,3,1.8
"Gießt",452,0.903089987,6314.32156862745,5,1.75
"Getan",368,0.903089987,6319.10980392157,1,1.9
"Gerda",395,0.903089987,6295.1137254902,0,1.95
"Fleht",424,0.903089987,6347.41960784314,2,1.8
"Fasse",332,0.903089987,6340.83137254902,15,1.1
"Farne",340,0.903089987,6354.03921568627,6,1.6
"Fallt",437,0.903089987,6393.07843137255,11,1.4
"Faire",371,0.903089987,6385.22352941176,3,1.7
"Enorm",410,0.903089987,6285.21568627451,1,2.3
"Eilig",485,0.903089987,6336.69019607843,4,1.75
"Doras",358,0.903089987,6336.94901960784,2,1.85
"Demos",388,0.903089987,6274.57647058824,0,1.95
"Circa",410,0.903089987,6403.73725490196,1,2.55
"Bunte",339,0.903089987,6311.73333333333,3,1.7
"Bläst",408,0.903089987,6313.21568627451,2,1.9
"Beuge",363,0.903089987,6255.40392156863,8,1.55
"Begib",425,0.903089987,6246.85882352941,1,1.9
"Baums",369,0.903089987,6264.47450980392,1,1.8
"Basic",360,0.903089987,6338.06666666667,1,2.15
"Bälde",397,0.903089987,6258.58039215686,2,1.9
"Atems",440,0.903089987,6291.38823529412,1,1.9
"Aster",402,0.903089987,6353.66666666667,3,1.75
"Argus",443,0.903089987,6303.68235294118,2,1.9
"Amors",444,0.903089987,6303.5568627451,0,2
"Allzu",471,0.903089987,6379.61960784314,1,2.35
"Äcker",439,0.903089987,6308.66274509804,3,1.8
"Zweit",442,0.84509804,6354.45490196078,2,1.7
"Zunft",406,0.84509804,6347.76078431373,0,2
"Xerox",390,0.84509804,6357.33725490196,0,2.9
"Wohne",372,0.84509804,6282.13725490196,7,1.5
"Wippe",466,0.84509804,6249.53725490196,8,1.55
"Werks",403,0.84509804,6312.69411764706,4,1.65
"Weben",376,0.84509804,6272.45098039216,16,1
"Warnt",384,0.84509804,6341.87843137255,5,1.55
"Walze",390,0.84509804,6343.21960784314,7,1.5
"Walen",395,0.84509804,6324.7568627451,9,1.35
"Tunis",414,0.84509804,6358.5568627451,0,1.95
"Torso",402,0.84509804,6353.24705882353,0,1.95
"Tinas",410,0.84509804,6350.33725490196,2,1.85
"Straf",419,0.84509804,6347.63137254902,0,1.8
"Stieg",437,0.84509804,6308.89019607843,4,1.65
"Spult",447,0.84509804,6311.56470588235,6,1.65
"Spuks",418,0.84509804,6257.74117647059,2,1.85
"Sinkt",418,0.84509804,6329.66274509804,8,1.55
"Sande",351,0.84509804,6270.24705882353,8,1.35
"Riege",406,0.84509804,6284.33333333333,11,1.3
"Purer",378,0.84509804,6380.29019607843,5,1.7
"Prüde",404,0.84509804,6302.1568627451,2,1.85
"Proxy",467,0.84509804,6346.87843137255,0,2.6
"Obere",408,0.84509804,6307.58823529412,1,1.75
"Nixen",390,0.84509804,6325.12941176471,4,1.75
"Mulde",442,0.84509804,6281.89019607843,4,1.75
"Mixen",420,0.84509804,6322.21960784314,7,1.65
"Meide",418,0.84509804,6280.02745098039,14,1.2
"Mäzen",378,0.84509804,6280.32549019608,1,1.9
"Manna",370,0.84509804,6281.4862745098,2,1.85
"Logen",410,0.84509804,6299.11764705882,18,1.05
"Litte",418,0.84509804,6401.27450980392,9,1.5
"Lille",480,0.84509804,6415.37647058823,6,1.7
"Lenke",385,0.84509804,6318.81960784314,10,1.45
"Lease",355,0.84509804,6345.22352941176,2,1.85
"Läute",382,0.84509804,6345.22352941176,5,1.65
"Langt",418,0.84509804,6311.8862745098,6,1.65
"Lands",386,0.84509804,6308.83137254902,6,1.6
"Kurie",377,0.84509804,6365.10196078431,6,1.6
"Kulte",392,0.84509804,6350.19215686274,4,1.65
"Kühle",407,0.84509804,6292.14117647059,10,1.25
"Kropf",452,0.84509804,6289.94509803922,3,1.8
"Klipp",500,0.84509804,6271.83529411765,2,1.8
"Kippt",464,0.84509804,6264.78431372549,9,1.4
"Kinds",398,0.84509804,6300.72156862745,6,1.6
"Kille",451,0.84509804,6378.14509803922,7,1.5
"Hurst",361,0.84509804,6343.58823529412,5,1.7
"Hetze",326,0.84509804,6323.09803921569,9,1.5
"Herum",393,0.84509804,6285.27058823529,2,1.8
"Heran",336,0.84509804,6313.18823529412,2,1.75
"Hahns",336,0.84509804,6270.7137254902,4,1.7
"Gurus",380,0.84509804,6350.56862745098,0,1.95
"Glatt",439,0.84509804,6359.5568627451,4,1.75
"Geäst",383,0.84509804,6306.04705882353,2,1.9
"Fouls",392,0.84509804,6370.3568627451,0,1.95
"Filmt",475,0.84509804,6361.32941176471,4,1.7
"Fells",425,0.84509804,6381.76862745098,4,1.7
"Feile",401,0.84509804,6383.72156862745,20,1
"Excel",407,0.84509804,6345.16470588235,0,2.5
"Esser",352,0.84509804,6331.24705882353,1,1.9
"Elfte",420,0.84509804,6337.66274509804,2,1.8
"Ekels",418,0.84509804,6305.49803921569,2,1.75
"Eises",358,0.84509804,6336.29019607843,2,1.85
"Drüse",376,0.84509804,6322.59215686275,0,1.9
"Dritt",426,0.84509804,6389.96078431373,4,1.7
"Dorfs",398,0.84509804,6337.96078431373,4,1.7
"Därme",400,0.84509804,6271.77647058824,3,1.85
"Codex",411,0.84509804,6314.02352941176,2,2.05
"Buden",358,0.84509804,6261.59607843137,11,1.4
"Bückt",397,0.84509804,6288.90588235294,6,1.65
"Bösem",396,0.84509804,6239.56470588235,4,1.75
"Blass",382,0.84509804,6321.52941176471,3,1.7
"Birke",398,0.84509804,6323.21960784314,5,1.7
"Binse",355,0.84509804,6321.41960784314,3,1.75
"Beugt",386,0.84509804,6271.11764705882,4,1.8
"Beiße",386,0.84509804,6283.01176470588,12,1.35
"Basel",378,0.84509804,6317.03137254902,2,1.85
"Bänke",358,0.84509804,6248.42745098039,1,1.85
"Abart",430,0.84509804,6319.81568627451,2,1.9
"Zions",391,0.77815125,6359.38039215686,1,1.85
"Wüten",388,0.77815125,6306.38823529412,6,1.6
"Warts",383,1.886490725,6348.34509803922,8,1.5
"Unart",386,0.77815125,6354.4431372549,0,2
"Tools",435,0.77815125,6351.83921568627,1,1.85
"Telex",435,0.77815125,6351,0,2
"Tanke",396,0.77815125,6296.78039215686,12,1.25
"Stößt",439,0.77815125,6285.59215686275,4,1.8
"Stils",437,0.77815125,6378.73725490196,3,1.7
"Steil",454,0.77815125,6374.23921568627,6,1.5
"Spore",400,0.77815125,6291.98431372549,3,1.75
"Serbe",360,0.77815125,6301.27058823529,8,1.45
"Saßen",371,0.77815125,6268.79215686275,8,1.55
"Rupie",400,0.77815125,6293.45882352941,1,1.9
"Runen",334,0.77815125,6302.07843137255,3,1.65
"Rufes",367,0.77815125,6311.61960784314,1,1.85
"Reizt",372,0.77815125,6359.12549019608,9,1.45
"Reibt",393,0.77815125,6313.18431372549,8,1.5
"Raubt",366,0.77815125,6292.37647058823,3,1.8
"Ratio",375,0.77815125,6345.76470588235,1,1.9
"Raste",339,0.77815125,6318.00784313725,14,1.05
"Rafft",415,0.77815125,6315.72156862745,3,1.75
"Quäle",462,0.77815125,6285.69803921569,2,1.85
"Pumpt",452,0.77815125,6267.78039215686,3,1.8
"Puffs",425,0.77815125,6338.65490196078,0,2.1
"Prunk",413,0.77815125,6334.30588235294,1,1.9
"Präge",420,0.77815125,6285.78431372549,4,1.75
"Polar",411,0.77815125,6373.70196078431,1,1.9
"Pixel",447,0.77815125,6385.34901960784,0,2
"Paste",353,0.77815125,6343.93725490196,13,1.25
"Pakte",379,0.77815125,6319.59607843137,3,1.7
"ölige",509,0.77815125,6336.20784313725,1,1.8
"Nylon",468,0.77815125,6298.27843137255,0,2.5
"Nomen",390,0.77815125,6251.10980392157,2,1.85
"Niest",397,0.77815125,6337.57254901961,5,1.65
"Nährt",398,0.77815125,6285.79607843137,6,1.6
"Multi",478,0.77815125,6361.2431372549,1,1.9
"Müden",417,0.77815125,6237.61960784314,7,1.6
"Limes",438,0.77815125,6336.23921568627,0,1.95
"Legte",413,0.77815125,6313.76078431373,8,1.45
"Lebte",390,0.77815125,6326.89803921569,6,1.5
"Lears",380,0.77815125,6369.39607843137,0,1.9
"Lader",401,0.77815125,6330.47450980392,10,1.4
"Kurde",374,0.77815125,6301.46274509804,7,1.55
"Kreme",400,0.77815125,6289.46666666667,4,1.7
"Kopfs",417,0.77815125,6270.27058823529,1,1.8
"Knies",364,0.77815125,6335.14509803922,3,1.75
"Katia",374,0.77815125,6348.51764705882,0,2
"Kanus",335,0.77815125,6314.33725490196,1,1.9
"Kalbs",395,0.77815125,6301.30980392157,1,1.85
"Indio",450,0.77815125,6355.02745098039,1,2.1
"Hüpft",436,0.77815125,6254.7137254902,2,1.9
"Holde",391,0.77815125,6282.27058823529,4,1.55
"Herbe",348,0.77815125,6285.61568627451,7,1.4
"Hebst",360,0.77815125,6281.65490196078,7,1.55
"Haine",341,0.77815125,6318.23137254902,2,1.7
"Haifa",386,0.77815125,6321.4,0,2.35
"Hackt",371,0.77815125,6301.43921568627,11,1.35
"Gifts",442,0.77815125,6355.80392156863,2,1.8
"Gesäß",420,0.77815125,6254.45490196078,2,2.25
"Gähnt",396,0.77815125,6276.78039215686,2,1.9
"Funkt",391,0.77815125,6333.9568627451,4,1.75
"Formt",415,0.77815125,6336.56078431373,3,1.65
"Dürft",427,0.77815125,6334.9137254902,1,1.9
"Drohe",382,0.77815125,6309.5568627451,6,1.55
"Bücke",374,0.77815125,6273.19215686274,11,1.3
"Bosch",357,0.77815125,6288.99607843137,1,1.95
"Beins",353,0.77815125,6321.41960784314,9,1.3
"Beile",390,0.77815125,6341.65490196078,23,1
"Barde",354,0.77815125,6279.51764705882,4,1.65
"Bades",344,0.77815125,6259.8431372549,6,1.55
"Arien",417,0.77815125,6360.70196078431,6,1.65
"Argon",444,0.77815125,6291.94117647059,1,1.95
"Altem",480,0.77815125,6309.65490196078,5,1.65
"Akute",421,0.77815125,6313.46666666667,1,1.8
"Abtes",403,0.77815125,6300.04705882353,5,1.75
"Zogen",395,0.698970004,6283.08235294118,11,1.45
"Würge",429,0.698970004,6274.23137254902,7,1.5
"Wirte",415,0.698970004,6372.96862745098,6,1.5
"Werfe",400,0.698970004,6329.14509803922,6,1.6
"Wagst",418,0.698970004,6281.58823529412,12,1.35
"Votum",450,0.698970004,6324.42352941176,0,2.35
"Vital",479,0.698970004,6403.25098039216,1,1.9
"Vatis",413,0.698970004,6384.98431372549,0,1.95
"Urnen",368,0.698970004,6336.66666666667,0,1.95
"Unsre",368,0.698970004,6343.13333333333,1,1.85
"Ungar",417,0.698970004,6296.14509803922,0,1.95
"Üblen",435,0.698970004,6288.25098039216,4,1.7
"Tunke",408,0.698970004,6305,4,1.8
"Trübt",453,0.698970004,6317.7137254902,3,1.8
"Tross",412,0.698970004,6354.70588235294,3,1.75
"Tippt",506,0.698970004,6279.88235294118,10,1.4
"Tippe",484,0.698970004,6264.16862745098,10,1.4
"Tatar",404,0.698970004,6358.57254901961,0,2
"Taler",430,0.698970004,6365.52941176471,3,1.85
"Taiga",447,0.698970004,6305.31764705882,0,2.15
"Stoße",404,0.698970004,6289.41960784314,3,1.7
"Stabs",384,0.698970004,6297.40392156863,2,1.75
"Spuke",410,0.698970004,6253.2431372549,5,1.6
"Späte",403,0.698970004,6261.05098039216,3,1.7
"Sohne",349,0.698970004,6284.81568627451,11,1.3
"Sodas",368,0.698970004,6279.75294117647,1,1.85
"Setup",396,0.698970004,6288.8,0,2.45
"Seilt",423,0.698970004,6374.23921568627,11,1.3
"Sehnt",365,0.698970004,6297.49019607843,7,1.5
"Sauls",381,0.698970004,6342.21568627451,2,1.85
"Sauge",372,0.698970004,6272.36862745098,6,1.5
"Satyr",433,0.698970004,6332.82352941176,0,2.15
"Salze",367,0.698970004,6345.89803921569,5,1.65
"Saldo",408,0.698970004,6298.01960784314,1,1.95
"Roher",365,0.698970004,6302.1137254902,8,1.5
"Reibe",370,0.698970004,6297.47058823529,12,1.3
"Reben",347,0.698970004,6266.2862745098,17,1
"Rands",354,0.698970004,6265.90196078431,6,1.55
"Pusht",388,0.698970004,6329.3568627451,0,2
"Popos",392,0.698970004,6292.43529411765,0,1.9
"Plots",420,0.698970004,6369.64705882353,0,1.95
"Pisst",402,0.698970004,6377.5568627451,8,1.55
"Peaks",375,0.698970004,6308.38039215686,0,1.95
"Parts",368,0.698970004,6368.10980392157,5,1.65
"Oheim",476,0.698970004,6281.17254901961,0,1.95
"Ofens",415,0.698970004,6316.49803921569,0,2
"Ocker",417,0.698970004,6331.77647058824,3,1.85
"Nötig",456,0.698970004,6273.98823529412,1,1.9
"Neigt",428,0.698970004,6290.49019607843,4,1.75
"Naive",391,0.698970004,6342.78039215686,1,1.8
"Nähme",402,0.698970004,6207.80392156863,5,1.7
"Murrt",425,0.698970004,6357.60784313726,2,1.9
"Mülls",481,0.698970004,6324.03921568627,0,1.95
"Müder",434,0.698970004,6263.76078431373,3,1.75
"Mosel",434,0.698970004,6315.53725490196,3,1.85
"Maori",433,0.698970004,6341.7568627451,0,2
"Locht",403,0.698970004,6351.16862745098,11,1.35
"Linux",426,0.698970004,6385.92941176471,1,2.35
"Leiht",420,0.698970004,6362.76078431373,6,1.55
"Ledig",472,0.698970004,6292.83921568627,1,1.9
"Lallt",463,0.698970004,6401.96862745098,6,1.7
"Kufen",374,0.698970004,6310.85098039216,3,1.8
"Knips",410,0.698970004,6293.37254901961,2,1.85
"Knack",382,0.698970004,6296.26666666667,2,1.75
"Klemm",489,0.698970004,6250.90196078431,2,1.8
"Klebt",427,0.698970004,6312.43137254902,2,1.7
"Khans",361,0.698970004,6283.22352941176,1,1.9
"Kämen",387,0.698970004,6243.89019607843,2,1.8
"Juror",418,0.698970004,6408.48235294118,0,2
"Jagst",434,0.698970004,6326.50588235294,10,1.45
"Irrem",464,0.698970004,6369.40392156863,5,1.7
"Immun",484,0.698970004,6290.24705882353,1,2.65
"Husar",355,0.698970004,6327.96862745098,0,2.45
"Hunne",324,0.698970004,6295.26666666667,3,1.8
"Huhns",347,0.698970004,6278.93333333333,1,1.9
"Holte",379,0.698970004,6332.40784313725,4,1.7
"Hochs",349,0.698970004,6290.21176470588,4,1.75
"Herds",362,0.698970004,6285.13725490196,2,1.8
"Hemds",395,0.698970004,6222.85882352941,1,1.85
"Heino",357,0.698970004,6321.17647058824,3,1.85
"Heims",394,0.698970004,6286.49803921569,3,1.75
"Hauer",337,0.698970004,6323.47058823529,13,1.25
"Halls",409,0.698970004,6341.01176470588,8,1.5
"Haars",338,0.698970004,6319.74901960784,2,1.8
"Golds",431,1.230448921,6301.14901960784,2,1.8
"Gänze",356,0.698970004,6300.36078431373,3,1.8
"Gabst",390,0.698970004,6296.12941176471,2,1.75
"Fußes",380,0.698970004,6308.67450980392,1,1.9
"Flink",459,0.698970004,6361.90980392157,1,1.9
"Flaum",449,0.698970004,6324.80784313726,0,1.95
"Felge",415,0.698970004,6311.92156862745,4,1.75
"Felde",398,0.698970004,6320.08235294118,7,1.5
"Fegen",378,0.698970004,6287.18823529412,15,1.1
"Ergab",419,0.698970004,6250.3137254902,1,1.95
"Erbes",365,0.698970004,6297.30196078431,1,1.9
"Edles",391,0.698970004,6290.91764705882,3,1.8
"Dufts",400,0.698970004,6334.77647058824,1,1.9
"Dufte",392,0.698970004,6330.27843137255,3,1.65
"Dogma",438,0.698970004,6227.58823529412,0,2.2
"Damms",428,0.698970004,6234.47450980392,3,1.75
"Canon",362,0.698970004,6334.86666666667,1,1.9
"Bußen",371,0.698970004,6260.14117647059,9,1.5
"Bushs",354,0.77815125,6284.18431372549,1,1.9
"Buhen",344,0.698970004,6273.21960784314,7,1.55
"Bonze",322,0.698970004,6307.23921568627,0,1.9
"Blies",400,0.698970004,6346.15294117647,4,1.75
"Biegt",424,0.698970004,6292.01960784314,10,1.35
"Bergs",382,0.698970004,6275.76078431373,3,1.75
"Beige",388,0.698970004,6276.30588235294,14,1.3
"Bantu",344,0.698970004,6311.82745098039,0,2
"Babel",395,0.698970004,6283.0862745098,6,1.7
"Äxten",422,0.698970004,6313.23137254902,1,1.9
"Aspik",484,0.698970004,6281.38039215686,0,2.85
"Apoll",524,0.698970004,6316.07843137255,0,1.95
"Apart",447,0.698970004,6307.49019607843,4,1.8
"Anden",399,0.698970004,6270.92156862745,2,1.8
"Ammen",461,0.698970004,6232.72156862745,2,1.8
"Akkus",447,0.698970004,6282.40784313725,0,2.5
"Ähren",420,0.698970004,6289.15294117647,6,1.65
"Ahmst",454,0.698970004,6268.58823529412,0,1.95
"Zwick",461,0.602059991,6333.48235294118,2,1.9
"Zutun",375,0.602059991,6354.96862745098,0,2
"Zoomt",418,0.602059991,6308.28235294118,2,1.85
"Zeter",372,0.602059991,6364.48235294118,2,1.8
"Zerrt",391,0.602059991,6388.65490196078,1,1.85
"Zähes",365,0.602059991,6286.85882352941,5,1.7
"Wusch",393,0.602059991,6308.46274509804,4,1.75
"Wohls",425,0.602059991,6311.36862745098,2,1.8
"Wirbt",444,0.602059991,6343.52156862745,5,1.7
"Winkt",442,0.602059991,6326.98431372549,7,1.55
"Widme",460,0.602059991,6260.55294117647,1,1.85
"Wichs",415,0.602059991,6329.36470588235,7,1.5
"Wedel",437,0.602059991,6292.20784313725,1,1.8
"Wärmt",441,0.602059991,6286.21176470588,4,1.75
"Walöl",471,0.602059991,6332.98823529412,0,2.1
"Walls",445,0.602059991,6353.98823529412,7,1.6
"Wahns",372,0.602059991,6283.69019607843,3,1.8
"Viert",446,0.602059991,6404.56470588235,4,1.7
"Viehs",429,0.602059991,6346.37647058823,4,1.75
"Urahn",392,0.602059991,6315.92941176471,0,1.95
"Typus",499,0.602059991,6275.83529411765,0,2.45
"Trübe",430,0.602059991,6302,4,1.7
"Titos",427,0.602059991,6370.96470588235,1,1.9
"Tirol",485,0.602059991,6397.69019607843,0,2.5
"Taxen",385,0.602059991,6326.36078431373,5,1.75
"Täten",395,0.602059991,6312.80784313726,9,1.45
"Summa",434,0.602059991,6239.69019607843,3,1.8
"Sture",375,0.602059991,6354.74509803922,10,1.4
"Stege",402,0.602059991,6279.67450980392,3,1.7
"Spukt",433,0.602059991,6268.9568627451,5,1.65
"Spezi",427,0.602059991,6310.48235294118,0,2.6
"Siebe",388,0.602059991,6306.3137254902,10,1.35
"Säuft",400,0.602059991,6312.2431372549,6,1.65
"Röste",361,0.602059991,6301.41176470588,5,1.65
"Rolli",466,0.602059991,6375.4862745098,3,1.75
"Rohes",344,0.602059991,6282.43921568627,6,1.65
"Ringt",426,0.602059991,6298.07843137255,7,1.55
"Ricke",395,0.602059991,6321.65882352941,13,1.35
"Regst",391,0.602059991,6275.32941176471,7,1.5
"Regle",412,0.602059991,6277.88235294118,4,1.6
"Recke",357,0.602059991,6292.4431372549,15,1.1
"Raume",366,0.602059991,6268.00392156863,6,1.55
